Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/14/2022,M350889,XIGDUO XR 10/1000 OF 30'S,MPC Dubai Sales Off,Sharjah,82254,EMIRATES RED CRESCENT- SHARJAH,82254,Institutional,-473.54 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350891,LYNPARZA 150MG OF 56(7X8),MPC Abudhabi Off,Abu Dhabi,113432,BURJEEL MEDICAL CITY PHARMACY LLC,113432,Private,"47,498.16 AED",4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M350991,ENHERTU 100MG 1 VIAL/CARTOON,MPC Dubai Sales Off,Deira Dubai,107419,CLEMENCEAU MEDICAL CENTER FZ-LLC,107419,Private,"19,372.00 AED",2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-286.58 AED,-7.000 EA,,-7.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360001,ATACAND 4MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-2,553.50 AED",-50.000 EA,,-50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Dubai Sales Off,Deira Dubai,19443,AL BARAHA PHARMACY LLC. - DUBAI,19443,Private,61.20 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360002,ATACAND 8MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"18,360.00 AED",300.000 EA,,300.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-539.01 AED,-9.000 EA,,-9.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,-896.40 AED,-12.000 EA,,-12.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Dubai Sales Off,Sharjah,82254,EMIRATES RED CRESCENT- SHARJAH,82254,Institutional,-119.78 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360003,ATACAND 16MG TABS OF 28'S,MPC Dubai Sales Off,Fujairah,71429,MAKKAH PHARMACY - FUJAIRAH,71429,Private,59.89 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360004,ATACAND PLUS 16/12.5MG TABS OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-2,110.25 AED",-25.000 EA,,-25.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Dubai,110900,PHARMACHOICE PHARMACY LLC,110900,Private,"29,070.00 AED",200.000 EA,12.000 EA,212.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Bur Dubai,43704,COMMUNITY HEALTH SOLUTIONS L.L.C,43704,Private,"7,267.50 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Bur Dubai,71430,NEW MANKHOOL PHARMACY BUR DUBAI,71430,Private,872.10 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"14,535.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360015,PULMICORT NEB.SOL 0.25MG/ML 20'S 2ML,MPC Abudhabi Off,Abu Dhabi,78542,DANAT AL EMARAT HOSPITAL FOR WOMEN,78542,Private,"29,070.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Dubai,87266,AL JALILA CHILDREN'S SPECIALITY,87266,Institutional,"7,141.18 AED",94.000 EA,,94.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Dubai,91942,SUPER CARE PHARMACY LLC (BRANCH),91942,Private,455.82 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,531.79 AED,7.000 EA,,7.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Bur Dubai,31933,UNITED MEDICAL SUPPLIES (UNIMED)LLC,31933,Private,"15,194.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"18,992.50 AED",250.000 EA,,250.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,41546,IBN HAYAN PHARMACY-SHJ,41546,Private,227.91 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,80703,BAIT AL MAQDES DRUG STORE LLC(BMG),80703,Private,"1,899.25 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Sharjah,121327,YATHRIB PHARMACY,121327,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Ras Al Khaima,52829,ARABIAN HEALTHCARE HOSPITAL RAK,52829,Private,911.64 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,49642,AL DAMAN PHARMACY,49642,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,78542,DANAT AL EMARAT HOSPITAL FOR WOMEN,78542,Private,"6,381.48 AED",84.000 EA,,84.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Abudhabi Off,Abu Dhabi,109921,PLUS INTERNATIONAL MEDICAL CENTRE L,109921,Private,"1,747.31 AED",23.000 EA,,23.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360024,NEXIUM 40MG INJ PACK OF 10'S,MPC Dubai Sales Off,Dubai,63775,AL GARHOUD PRIVATE HOSPITAL LLC,63775,Private,"24,648.00 AED",80.000 EA,,80.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360024,NEXIUM 40MG INJ PACK OF 10'S,MPC Dubai Sales Off,Bur Dubai,78483,HALA PHARMACY 15 LLC (L.G),78483,Private,308.10 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360024,NEXIUM 40MG INJ PACK OF 10'S,MPC Abudhabi Off,Abu Dhabi,78542,DANAT AL EMARAT HOSPITAL FOR WOMEN,78542,Private,"1,540.50 AED",5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-3,165.50 AED",-50.000 EA,,-50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,8015,AL AROOBA DRUGS STORE,8015,Private,"63,310.00 AED","1,000.000 EA",150.000 EA,"1,150.000 EA"
7.2022,ASTRA ZENECA,7/14/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,8015,AL AROOBA DRUGS STORE,8015,Private,"354,520.00 AED","4,000.000 EA",600.000 EA,"4,600.000 EA"
7.2022,ASTRA ZENECA,7/14/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,75874,AL SAHA & AL JAMAL PHY - SHJ,75874,Private,354.52 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Sharjah,81067,ORIANA PHARMACY-SHARJAH,81067,Private,"26,589.00 AED",300.000 EA,,300.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Abudhabi Off,Abu Dhabi,78542,DANAT AL EMARAT HOSPITAL FOR WOMEN,78542,Private,"2,184.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,-379.84 AED,-2.000 EA,-4.000 EA,-6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-37,984.00 AED",-200.000 EA,-24.000 EA,-224.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360047,SYMBICORT  320/9MCG 60 DOSES,MPC Dubai Sales Off,Ajman,1428,AL MADINA PHY-AJMAN,1428,Private,-189.92 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Bur Dubai,1649,UMM AL QURA PHARMACY,1649,Private,-219.47 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Bur Dubai,19413,ALPHAMED DRUG STORE,19413,Private,"-3,950.46 AED",-18.000 EA,-17.000 EA,-35.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Sharjah,43362,SHARJAH DRUG STORE LLC,43362,Private,"-175,576.00 AED",-800.000 EA,-96.000 EA,-896.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Ras Al Khaima,10198,AL JULAN PHARMACY - RAK,10198,Private,219.47 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Abudhabi Off,Abu Dhabi,51256,DREAM PHARMACY,51256,Private,658.41 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Abudhabi Off,Al Ain,163,AL BAYAN PHY-AL AIN,163,Private,658.41 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Abudhabi Off,Al Ain,87552,ROYAL CARE PHARMACY,87552,Private,"1,316.82 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Bur Dubai,1507,SONDOS PHY DXB-MED7,1507,Private,135.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Abudhabi Off,Al Ain,163,AL BAYAN PHY-AL AIN,163,Private,135.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360061,CRESTOR 20MG OF 28'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"32,500.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360061,CRESTOR 20MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,73214,HEALTH PLUS PHARMACY LLC,73214,Private,"3,798.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360061,CRESTOR 20MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,113602,BLUE APPLE HOSPITAL LLC,113602,Private,"8,125.00 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,"9,707.00 AED",100.000 EA,10.000 EA,110.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Sharjah,1443,AL NEEL PHARMACY LLC,1443,Private,291.21 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Abu Dhabi,113602,BLUE APPLE HOSPITAL LLC,113602,Private,"2,426.75 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360062,CRESTOR 10MG OF 28'S,MPC Abudhabi Off,Al Ain,95138,ULTRA MEDICAL CENTER PHARMACY,95138,Private,"1,164.84 AED",12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,91942,SUPER CARE PHARMACY LLC (BRANCH),91942,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,120282,LIFE PHARMACY 79 (L.G),120282,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,124174,LIFE PHARMACY 109 (BR OF LIFE PHARM,124174,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,1418,MIRDIF PHY-RASHIDHYA  - MED7,1418,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,40615,FAWAGEE SCIENTIFIC PHY -(L.G),40615,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,60680,LIFE EXPRESS PHARMACY-(L.G),60680,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,1507,SONDOS PHY DXB-MED7,1507,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,60919,CARE WELL PHARMACY  - DUBAI,60919,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,61512,LIFE AL KARAMA PHARMACY(L.G),61512,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,81938,SAHARA LIFE PHARMACY(L.G),81938,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,119036,HALA PHARMACY LLC -BR 47(L.G),119036,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Ajman,106188,SAMARA PHARMACY -L.L.C,106188,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Ras Al Khaima,89333,HALA PHARMACY 21 RAK (L.G),89333,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Abu Dhabi,122689,LIFE PHARMACY LLC BRANCH 19 - BRANC,122689,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Abudhabi Off,Al Ain,13199,TIBAH PHARMACY - AL AIN,13199,Private,"1,451.84 AED",4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Dubai,110158,ADAMS PHARMACY LLC (BRANCH),110158,Private,168.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,43704,COMMUNITY HEALTH SOLUTIONS L.L.C,43704,Private,"8,441.00 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Bur Dubai,71430,NEW MANKHOOL PHARMACY BUR DUBAI,71430,Private,"1,012.92 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,457,SAAD PHARMACY - AUH,457,Private,168.82 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,72671,VPS DRUG STORE LLC,72671,Private,"33,764.00 AED",200.000 EA,12.000 EA,212.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,78542,DANAT AL EMARAT HOSPITAL FOR WOMEN,78542,Private,"16,882.00 AED",100.000 EA,,100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Abudhabi Off,Abu Dhabi,121569,DROPS PHARMACY,121569,Private,675.28 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,48731,MEDSHOP DRUGS STORE (L.L.C),48731,Private,"-10,483.00 AED",-100.000 EA,,-100.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Abudhabi Off,Abu Dhabi,49642,AL DAMAN PHARMACY,49642,Private,561.72 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360182,LOSEC MUPS 20MG TABS OF 14'S,MPC Abudhabi Off,Al Ain,117066,ROYAL HEALTH REHABILITATION,117066,Private,"2,340.50 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360186,IMFINZI 500MG/10ML,MPC Dubai Sales Off,Sharjah,2711,SHARJAH TELEVISION,2711,Institutional,"45,708.03 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/14/2022,M360206,LOKELMA PWD 10G 1X30 SCHT,MPC Abudhabi Off,Abu Dhabi,79596,CLEVELAND CLINIC - ABU DHABI-UAE,79596,Institutional,"11,145.33 AED",7.000 EA,,7.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Dubai,120317,SRR PHARMACY LLC,120317,Private,-489.58 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Deira Dubai,1434,NILE PHARMACY LLC - RL.GP,1434,Private,489.58 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Bur Dubai,96642,LIFE PHARMACY 8 (L.G.),96642,Private,489.58 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,425,NEW MEDICAL CENTRE TRADING LTD,425,Private,"146,244.00 AED",700.000 EA,42.000 EA,742.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"219,336.04 AED","1,207.000 EA",,"1,207.000 EA"
7.2022,ASTRA ZENECA,7/15/2022,M350765,FORXIGA 5MG TABS OF 28S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"12,535.20 AED",60.000 EA,3.000 EA,63.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Dubai,80034,MUSALAH AL QOUZE PHARMACY - DUBAI,80034,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Dubai,110900,PHARMACHOICE PHARMACY LLC,110900,Private,962.40 AED,40.000 EA,,40.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"7,699.20 AED",320.000 EA,,320.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,43704,COMMUNITY HEALTH SOLUTIONS L.L.C,43704,Private,360.90 AED,15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah,54949,SHARJAH AIRPORT PHY - SHJ,54949,Private,120.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,73214,HEALTH PLUS PHARMACY LLC,73214,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Al Ain,13800,HAMED PHARMACY - AL AIN,13800,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,71797,AL ZAHRA HOSPITAL - DUBAI,71797,Private,-101.28 AED,-8.000 EA,,-8.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,120353,LIFE PHARMACY 65 L.G ( BR OF LIFE,120353,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,123069,LIFE PHARMACY 98 (BR OF LIFE PHARMA,123069,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,1466,AL RASHIDYA PHY-DEIRA,1466,Private,-12.66 AED,-1.000 EA,,-1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,1517,TARIQ PHY-(AL QUSAIS)(L.G),1517,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,52381,SEREENA PHY DXB-MED7,52381,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,70484,NEW GRAND MURQABAT PHY (L.G),70484,Private,-25.32 AED,-2.000 EA,,-2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,75560,FAJER ALWARQA PHARMACY - DXB,75560,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,76608,REAL 6 PHY B-DXB(L.G),76608,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,91358,LIFE AL SHAB PHARMACY LLC-(L.G),91358,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,92971,EMIRATES CARE PHARMACY - DUBAI,92971,Private,151.92 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,115802,LIFE PHARMACY 55 (L.G),115802,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,33146,ZAYD PHARMACY (L.G),33146,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,39360,BIN SERAY PHARMACY (L.G),39360,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,45415,800 PHARMACY L.L.C,45415,Private,-202.56 AED,-16.000 EA,,-16.000 EA
7.2022,ASTRA ZENECA,7/15/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,73986,ROYAL MARINA PHY (L.G),73986,Private,-25.32 AED,-2.000 EA,,-2.000 EA
